#Query_org	Reference_assembly	Ref_name	MASH_distance	Estimated_ANI	P-value	Genus	Order	Type_strain
QS--flye_asm_1Dt100g_part2.fa	GCF_021648885	Nocardioides potassii	0.3396	0.6604	0.0000	Nocardioides	Propionibacteriales	True
QS--flye_asm_1Dt100g_part2.fa	GCF_000503055	Mesorhizobium sp000503055	0.3396	0.6604	0.0000	Mesorhizobium	Rhizobiales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_003671715	Streptomyces sp003671715	0.3396	0.6604	0.0000	Streptomyces	Streptomycetales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_008012315	SSEL01 sp008012315	0.3396	0.6604	0.0000	SSEL01	Dongiales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_025963965	Palsa-744 sp025963965	0.3396	0.6604	0.0000	Palsa-744	Solirubrobacterales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_021805665	Rhodopila sp021805665	0.3396	0.6604	0.0000	Rhodopila	Acetobacterales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_947488945	Streptomyces sp947488945	0.3396	0.6604	0.0000	Streptomyces	Streptomycetales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_009617575	Rhodocyclus gracilis	0.3396	0.6604	0.0000	Rhodocyclus	Burkholderiales	True
QS--flye_asm_1Dt100g_part2.fa	GCA_007050995	Glycocaulis profundi	0.3396	0.6604	0.0000	Glycocaulis	Caulobacterales	True
QS--flye_asm_1Dt100g_part2.fa	GCF_900218015	Rhodopseudomonas pentothenatexigens	0.3396	0.6604	0.0000	Rhodopseudomonas	Rhizobiales	True
QS--flye_asm_1Dt100g_part2.fa	GCA_902766215	RUG11142 sp902766215	0.3396	0.6604	0.0000	RUG11142	Oscillospirales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_019425015	Collinsella sp019425015	0.3396	0.6604	0.0000	Collinsella	Coriobacteriales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_003211535	Parasynechococcus sp003211535	0.3396	0.6604	0.0000	Parasynechococcus	PCC-6307	False
QS--flye_asm_1Dt100g_part2.fa	GCF_019511345	Rhizobium mesosinicum	0.3396	0.6604	0.0000	Rhizobium	Rhizobiales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_029525555	Cohnella ginsengisoli	0.3396	0.6604	0.0000	Cohnella	Paenibacillales	True
QS--flye_asm_1Dt100g_part2.fa	GCF_900090295	Micromonospora coxensis	0.3396	0.6604	0.0000	Micromonospora	Mycobacteriales	True
QS--flye_asm_1Dt100g_part2.fa	GCA_023388075	Lautropia sp012513675	0.3396	0.6604	0.0000	Lautropia	Burkholderiales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_021390615	ZG21-1 sp021390615	0.3396	0.6604	0.0000	ZG21-1	Xanthomonadales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_029210865	JAABTL01 sp029210865	0.3396	0.6604	0.0000	JAABTL01	Deinococcales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_003595175	Pseudomonas_E cavernae	0.3396	0.6604	0.0000	Pseudomonas_E	Pseudomonadales	True
QS--flye_asm_1Dt100g_part2.fa	GCA_014360565	Nocardia sp014360565	0.3396	0.6604	0.0000	Nocardia	Mycobacteriales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_021496925	Paenacidovorax sp001725235	0.3396	0.6604	0.0000	Paenacidovorax	Burkholderiales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_000203975	Leisingera sp000203975	0.3396	0.6604	0.0000	Leisingera	Rhodobacterales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_021848545	JAJZUL01 sp021848545	0.3396	0.6604	0.0000	JAJZUL01	Rhodospirillales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_013408145	Nocardioides marinus	0.3396	0.6604	0.0000	Nocardioides	Propionibacteriales	True
QS--flye_asm_1Dt100g_part2.fa	GCA_030538425	Paracoccus sp030538425	0.3396	0.6604	0.0000	Paracoccus	Rhodobacterales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_002283555	Rubrivirga sp002283555	0.3396	0.6604	0.0000	Rubrivirga	Rhodothermales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_900541235	Collinsella sp900541235	0.3396	0.6604	0.0000	Collinsella	Coriobacteriales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_017542965	Yoonia sp017542965	0.3396	0.6604	0.0000	Yoonia	Rhodobacterales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_002479765	Sphingorhabdus_B sp002479765	0.3396	0.6604	0.0000	Sphingorhabdus_B	Sphingomonadales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_023450775	AWTP1-35 sp023450775	0.3396	0.6604	0.0000	AWTP1-35	Acidimicrobiales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_020845755	JABWBC01 sp020845755	0.3396	0.6604	0.0000	JABWBC01	Phycisphaerales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_014197755	Rhodocyclus tenuis	0.3396	0.6604	0.0000	Rhodocyclus	Burkholderiales	True
QS--flye_asm_1Dt100g_part2.fa	GCA_937957985	Haloferula sp937957985	0.3396	0.6604	0.0000	Haloferula	Verrucomicrobiales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_018129385	Bradyrhizobium lablabi_C	0.3396	0.6604	0.0000	Bradyrhizobium	Rhizobiales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_937870685	Aestuariivirga sp937870685	0.3396	0.6604	0.0000	Aestuariivirga	Rhizobiales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_001942335	Cellulosimicrobium sp001942335	0.3396	0.6604	0.0000	Cellulosimicrobium	Actinomycetales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_021789495	JAKAHE01 sp021789495	0.3396	0.6604	0.0000	JAKAHE01	JACRHJ01	False
QS--flye_asm_1Dt100g_part2.fa	GCA_018241865	Paucimonas sp018241865	0.3396	0.6604	0.0000	Paucimonas	Burkholderiales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_937902745	CALEKU01 sp937902745	0.3396	0.6604	0.0000	CALEKU01	Armatimonadales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_000961635	Hoeflea sp000961635	0.3396	0.6604	0.0000	Hoeflea	Rhizobiales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_900751665	Collinsella sp900751665	0.3396	0.6604	0.0000	Collinsella	Coriobacteriales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_021851405	13-2-20CM-66-19 sp021851405	0.3396	0.6604	0.0000	13-2-20CM-66-19	Steroidobacterales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_018397995	NBRC-107566 sp018397995	0.3396	0.6604	0.0000	NBRC-107566	Mycobacteriales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_016183615	JACPEG01 sp016183615	0.3396	0.6604	0.0000	JACPEG01	Burkholderiales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_000603945	Actinotalea ferrariae	0.3396	0.6604	0.0000	Actinotalea	Actinomycetales	True
QS--flye_asm_1Dt100g_part2.fa	GCF_014651855	Saccharospirillum salsuginis	0.3396	0.6604	0.0000	Saccharospirillum	Pseudomonadales	True
QS--flye_asm_1Dt100g_part2.fa	GCA_000955785	Cupriavidus sp000955785	0.3396	0.6604	0.0000	Cupriavidus	Burkholderiales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_016811235	Microvirga arabica	0.3396	0.6604	0.0000	Microvirga	Rhizobiales	True
QS--flye_asm_1Dt100g_part2.fa	GCA_011391275	FEB-7 sp011391275	0.3396	0.6604	0.0000	FEB-7	Burkholderiales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_017994015	Ferrovibrio sp017994015	0.3396	0.6604	0.0000	Ferrovibrio	Ferrovibrionales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_026786145	JACCUZ01 sp026786145	0.3396	0.6604	0.0000	JACCUZ01	JACCUZ01	False
QS--flye_asm_1Dt100g_part2.fa	GCA_021780625	MWDT01 sp021780625	0.3396	0.6604	0.0000	MWDT01	Opitutales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_023736115	Salinicola sp023736115	0.3396	0.6604	0.0000	Salinicola	Pseudomonadales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_903903935	28-YEA-48 sp903903935	0.3396	0.6604	0.0000	28-YEA-48	Rhizobiales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_016795025	JAEUIR01 sp016795025	0.3396	0.6604	0.0000	JAEUIR01	UBA1845	False
QS--flye_asm_1Dt100g_part2.fa	GCA_024697655	RUG13615 sp024697655	0.3396	0.6604	0.0000	RUG13615	Peptostreptococcales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_018614525	Streptomyces sp018614525	0.3396	0.6604	0.0000	Streptomyces	Streptomycetales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_946886995	CAMPJU01 sp946886995	0.3396	0.6604	0.0000	CAMPJU01	Xanthomonadales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_014144865	Dietzia aerolata	0.3396	0.6604	0.0000	Dietzia	Mycobacteriales	True
QS--flye_asm_1Dt100g_part2.fa	GCA_947457885	CAIKXV01 sp947457885	0.3396	0.6604	0.0000	CAIKXV01	Burkholderiales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_005881595	SCGC-AG-212-J23 sp005881595	0.3396	0.6604	0.0000	SCGC-AG-212-J23	Burkholderiales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_025137375	Dactylosporangium fulvum	0.3396	0.6604	0.0000	Dactylosporangium	Mycobacteriales	True
QS--flye_asm_1Dt100g_part2.fa	GCA_002368795	Bilifractor sp002368795	0.3396	0.6604	0.0000	Bilifractor	Lachnospirales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_937872095	Lenti-01 sp937872095	0.3396	0.6604	0.0000	Lenti-01	LD1-PB3_B	False
QS--flye_asm_1Dt100g_part2.fa	GCA_014191535	Vulcanococcus sp014191535	0.3396	0.6604	0.0000	Vulcanococcus	PCC-6307	False
QS--flye_asm_1Dt100g_part2.fa	GCF_004804335	SRXY01 sp004804335	0.3396	0.6604	0.0000	SRXY01	Rhodobacterales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_020848735	JACRLW01 sp020848735	0.3396	0.6604	0.0000	JACRLW01	UBA2386	False
QS--flye_asm_1Dt100g_part2.fa	GCF_003020125	Bradyrhizobium sp003020125	0.3396	0.6604	0.0000	Bradyrhizobium	Rhizobiales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_008017535	Ottowia sp008017535	0.3396	0.6604	0.0000	Ottowia	Burkholderiales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_902783725	ISDg sp902783725	0.3396	0.6604	0.0000	ISDg	Lachnospirales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_902826225	CADEED01 sp902826225	0.3396	0.6604	0.0000	CADEED01	Steroidobacterales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_902810705	CADDYU01 sp902810705	0.3396	0.6604	0.0000	CADDYU01	Methylococcales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_026107455	Stenotrophomonas sp026107455	0.3396	0.6604	0.0000	Stenotrophomonas	Xanthomonadales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_014681765	Roseicitreum antarcticum	0.3396	0.6604	0.0000	Roseicitreum	Rhodobacterales	True
QS--flye_asm_1Dt100g_part2.fa	GCF_013359755	Tardiphaga robiniae	0.3396	0.6604	0.0000	Tardiphaga	Rhizobiales	True
QS--flye_asm_1Dt100g_part2.fa	GCA_019240635	JAFAYA01 sp019240635	0.3396	0.6604	0.0000	JAFAYA01	Acetobacterales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_008923185	Spirillospora rudentiformis	0.3396	0.6604	0.0000	Spirillospora	Streptosporangiales	True
QS--flye_asm_1Dt100g_part2.fa	GCA_030447925	JAUJNX01 sp030447925	0.3396	0.6604	0.0000	JAUJNX01	Euzebyales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_001751245	Streptomyces oceani	0.3396	0.6604	0.0000	Streptomyces	Streptomycetales	True
QS--flye_asm_1Dt100g_part2.fa	GCF_023634805	Comamonas sp021044865	0.3396	0.6604	0.0000	Comamonas	Burkholderiales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_900142185	Lutimaribacter pacificus	0.3396	0.6604	0.0000	Lutimaribacter	Rhodobacterales	True
QS--flye_asm_1Dt100g_part2.fa	GCA_016710435	Aestuariivirga sp016710435	0.3396	0.6604	0.0000	Aestuariivirga	Rhizobiales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_905208635	Collinsella sp905208635	0.3396	0.6604	0.0000	Collinsella	Coriobacteriales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_937873165	CALMVH01 sp937873165	0.3396	0.6604	0.0000	CALMVH01	BOG-932	False
QS--flye_asm_1Dt100g_part2.fa	GCF_000472785	Mesorhizobium loti_E	0.3396	0.6604	0.0000	Mesorhizobium	Rhizobiales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_902491895	Collinsella sp902491895	0.3396	0.6604	0.0000	Collinsella	Coriobacteriales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_030776225	BOG-234 sp030776225	0.3396	0.6604	0.0000	BOG-234	Bryobacterales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_002303925	Pseudomonas_E sp002303925	0.3396	0.6604	0.0000	Pseudomonas_E	Pseudomonadales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_016875645	VGPE01 sp016875645	0.3396	0.6604	0.0000	VGPE01	Limnocylindrales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_018815325	JAHIYE01 sp018815325	0.3396	0.6604	0.0000	JAHIYE01	Burkholderiales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_004346865	Shimia isoporae	0.3396	0.6604	0.0000	Shimia	Rhodobacterales	True
QS--flye_asm_1Dt100g_part2.fa	GCF_022829405	Methylobacterium sp022829405	0.3396	0.6604	0.0000	Methylobacterium	Rhizobiales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_020638135	JAJXWB01 sp020638135	0.3396	0.6604	0.0000	JAJXWB01	Rhizobiales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_016616235	Bradyrhizobium diazoefficiens_H	0.3396	0.6604	0.0000	Bradyrhizobium	Rhizobiales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_900473185	Rhizobium sp900473185	0.3396	0.6604	0.0000	Rhizobium	Rhizobiales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_030704205	Halomonas alkalicola	0.3396	0.6604	0.0000	Halomonas	Pseudomonadales	True
QS--flye_asm_1Dt100g_part2.fa	GCA_945903685	SHVV01 sp945903685	0.3396	0.6604	0.0000	SHVV01	SHVV01	False
QS--flye_asm_1Dt100g_part2.fa	GCF_027620355	Nonomuraea ferruginea	0.3396	0.6604	0.0000	Nonomuraea	Streptosporangiales	True
QS--flye_asm_1Dt100g_part2.fa	GCF_001613065	Nocardia miyunensis	0.3396	0.6604	0.0000	Nocardia	Mycobacteriales	True
QS--flye_asm_1Dt100g_part2.fa	GCA_934630445	CAKTWY01 sp934630445	0.3396	0.6604	0.0000	CAKTWY01	Oscillospirales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_001797615	GWC2-65-14 sp001797615	0.3396	0.6604	0.0000	GWC2-65-14	Deferrimicrobiales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_001558155	Tropicimonas sabulilitoris	0.3396	0.6604	0.0000	Tropicimonas	Rhodobacterales	True
QS--flye_asm_1Dt100g_part2.fa	GCA_021413735	Gemmata sp021413735	0.3396	0.6604	0.0000	Gemmata	Gemmatales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_030646155	Conexibacter sp030646155	0.3396	0.6604	0.0000	Conexibacter	Solirubrobacterales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_024749285	Pseudomonas_E sp024749285	0.3396	0.6604	0.0000	Pseudomonas_E	Pseudomonadales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_024653675	Gallionella sp024653675	0.3396	0.6604	0.0000	Gallionella	Burkholderiales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_937871635	JACCYI01 sp937871635	0.3396	0.6604	0.0000	JACCYI01	Solirubrobacterales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_007713455	Stutzerimonas sp007713455	0.3396	0.6604	0.0000	Stutzerimonas	Pseudomonadales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_021732525	Sphingorhabdus_B sp021732525	0.3396	0.6604	0.0000	Sphingorhabdus_B	Sphingomonadales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_004122095	Pseudoxanthomonas_A composti	0.3396	0.6604	0.0000	Pseudoxanthomonas_A	Xanthomonadales	True
QS--flye_asm_1Dt100g_part2.fa	GCF_020523795	Ancylobacter sp020523795	0.3396	0.6604	0.0000	Ancylobacter	Rhizobiales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_001801865	2-02-FULL-61-13 sp001801865	0.3396	0.6604	0.0000	2-02-FULL-61-13	UBA4486	False
QS--flye_asm_1Dt100g_part2.fa	GCA_963205185	UBA5793 sp963205185	0.3396	0.6604	0.0000	UBA5793	Phycisphaerales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_001665295	Mycobacterium sp001665295	0.3396	0.6604	0.0000	Mycobacterium	Mycobacteriales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_028010285	Pseudomonas_F sp028010285	0.3396	0.6604	0.0000	Pseudomonas_F	Pseudomonadales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_001544875	Caballeronia hypogeia	0.3396	0.6604	0.0000	Caballeronia	Burkholderiales	True
QS--flye_asm_1Dt100g_part2.fa	GCA_947628045	Choladousia sp947628045	0.3396	0.6604	0.0000	Choladousia	Lachnospirales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_028285485	IMCC34051 sp028285485	0.3396	0.6604	0.0000	IMCC34051	Rhodobacterales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_021733645	Stenotrophomonas sp021733645	0.3396	0.6604	0.0000	Stenotrophomonas	Xanthomonadales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_024515975	Lichenicola sp024515975	0.3396	0.6604	0.0000	Lichenicola	Acetobacterales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_014266025	Nocardioides deserti	0.3396	0.6604	0.0000	Nocardioides	Propionibacteriales	True
QS--flye_asm_1Dt100g_part2.fa	GCF_021191705	Luteimonas_D sp021191705	0.3396	0.6604	0.0000	Luteimonas_D	Xanthomonadales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_004803505	Arthrobacter_D echini	0.3396	0.6604	0.0000	Arthrobacter_D	Actinomycetales	True
QS--flye_asm_1Dt100g_part2.fa	GCA_031291685	BOG-935 sp031291685	0.3396	0.6604	0.0000	BOG-935	Caulobacterales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_902833055	Burkholderia territorii	0.3396	0.6604	0.0000	Burkholderia	Burkholderiales	True
QS--flye_asm_1Dt100g_part2.fa	GCA_947488155	Erythrobacter sp947488155	0.3396	0.6604	0.0000	Erythrobacter	Sphingomonadales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_009812055	Chelativorans_A xinjiangense	0.3396	0.6604	0.0000	Chelativorans_A	Rhizobiales	True
QS--flye_asm_1Dt100g_part2.fa	GCA_019116945	Janibacter merdipullorum	0.3396	0.6604	0.0000	Janibacter	Actinomycetales	True
QS--flye_asm_1Dt100g_part2.fa	GCF_000632025	Janthinobacterium lividum_C	0.3396	0.6604	0.0000	Janthinobacterium	Burkholderiales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_027490455	Sphingorhabdus_B sp027490455	0.3396	0.6604	0.0000	Sphingorhabdus_B	Sphingomonadales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_026225295	JAMFSN01 sp026225295	0.3396	0.6604	0.0000	JAMFSN01	Mycobacteriales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_023412745	ZC4RG25 sp023412745	0.3396	0.6604	0.0000	ZC4RG25	Rhizobiales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_005503335	SCMQ01 sp005503335	0.3396	0.6604	0.0000	SCMQ01	Burkholderiales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_018969015	REEB506 sp018969015	0.3396	0.6604	0.0000	REEB506	Caulobacterales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_937975735	Rubrivivax sp937975735	0.3396	0.6604	0.0000	Rubrivivax	Burkholderiales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_014349105	17J80-11 sp014349105	0.3396	0.6604	0.0000	17J80-11	Caulobacterales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_020248945	Rubrivivax sp020248945	0.3396	0.6604	0.0000	Rubrivivax	Burkholderiales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_003402705	V1-33 sp003402705	0.3396	0.6604	0.0000	V1-33	Verrucomicrobiales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_902812425	Rubrobacter_D sp902812425	0.3396	0.6604	0.0000	Rubrobacter_D	Rubrobacterales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_020161015	Propionicimonas sp020161015	0.3396	0.6604	0.0000	Propionicimonas	Propionibacteriales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_022829585	Methylobacterium sp022829585	0.3396	0.6604	0.0000	Methylobacterium	Rhizobiales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_030655615	Nocardioides sp030655615	0.3396	0.6604	0.0000	Nocardioides	Propionibacteriales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_012514445	JAAZAI01 sp012514445	0.3396	0.6604	0.0000	JAAZAI01	RFP12	False
QS--flye_asm_1Dt100g_part2.fa	GCA_944387215	Flavonifractor sp944387215	0.3396	0.6604	0.0000	Flavonifractor	Oscillospirales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_018141525	Miltoncostaea marina	0.3396	0.6604	0.0000	Miltoncostaea	Miltoncostaeales	True
QS--flye_asm_1Dt100g_part2.fa	GCF_021611515	Mariluticola halotolerans	0.3396	0.6604	0.0000	Mariluticola	Rhizobiales	True
QS--flye_asm_1Dt100g_part2.fa	GCF_026810505	Streptomyces sp026810505	0.3396	0.6604	0.0000	Streptomyces	Streptomycetales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_913055575	Halorhodospira sp913055575	0.3396	0.6604	0.0000	Halorhodospira	Nitrococcales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_900545665	Collinsella sp900545665	0.3396	0.6604	0.0000	Collinsella	Coriobacteriales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_005222955	Blastococcus sp005222955	0.3396	0.6604	0.0000	Blastococcus	Mycobacteriales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_029525575	Cohnella rhizosphaerae	0.3396	0.6604	0.0000	Cohnella	Paenibacillales	True
QS--flye_asm_1Dt100g_part2.fa	GCA_020201335	JAIVGZ01 sp020201335	0.3396	0.6604	0.0000	JAIVGZ01	JAIVGZ01	False
QS--flye_asm_1Dt100g_part2.fa	GCA_020637595	Pararhodobacter sp020637595	0.3396	0.6604	0.0000	Pararhodobacter	Rhodobacterales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_025350345	FEN-1191 sp025350345	0.3396	0.6604	0.0000	FEN-1191	Steroidobacterales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_030818955	Microbacterium trichothecenolyticum_B	0.3396	0.6604	0.0000	Microbacterium	Actinomycetales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_000817955	Geobacter pickeringii	0.3396	0.6604	0.0000	Geobacter	Geobacterales	True
QS--flye_asm_1Dt100g_part2.fa	GCA_902624095	UBA7378 sp902624095	0.3396	0.6604	0.0000	UBA7378	Parvibaculales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_021412585	Billgrantia alkalisoli	0.3396	0.6604	0.0000	Billgrantia	Pseudomonadales	True
QS--flye_asm_1Dt100g_part2.fa	GCA_902495155	Collinsella sp902495155	0.3396	0.6604	0.0000	Collinsella	Coriobacteriales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_028869975	JAGWQR01 sp028869975	0.3396	0.6604	0.0000	JAGWQR01	Sphingomonadales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_030317115	Variovorax sp030317115	0.3396	0.6604	0.0000	Variovorax	Burkholderiales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_902826245	Vitreimonas sp902826245	0.3396	0.6604	0.0000	Vitreimonas	Caulobacterales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_016792665	WYBB01 sp016792665	0.3396	0.6604	0.0000	WYBB01	PHBI01	False
QS--flye_asm_1Dt100g_part2.fa	GCA_021847485	UBA9959 sp021847485	0.3396	0.6604	0.0000	UBA9959	Elusimicrobiales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_027533385	Allorhizobium sp027533385	0.3396	0.6604	0.0000	Allorhizobium	Rhizobiales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_013868155	Aeromicrobium phoceense	0.3396	0.6604	0.0000	Aeromicrobium	Propionibacteriales	True
QS--flye_asm_1Dt100g_part2.fa	GCA_002842835	PHEG01 sp002842835	0.3396	0.6604	0.0000	PHEG01	Rhodobacterales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_905196265	Collinsella sp905196265	0.3396	0.6604	0.0000	Collinsella	Coriobacteriales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_014197915	Rhodospira visakhapatnamensis	0.3396	0.6604	0.0000	Rhodospira	Rhodospirillales	True
QS--flye_asm_1Dt100g_part2.fa	GCA_955652075	3-1-20CM-4-69-9 sp955652075	0.3396	0.6604	0.0000	3-1-20CM-4-69-9	Gaiellales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_016595235	Nordella sp016595235	0.3396	0.6604	0.0000	Nordella	Rhizobiales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_021325635	JAJPGV01 sp021325635	0.3396	0.6604	0.0000	JAJPGV01	JAJPGV01	False
QS--flye_asm_1Dt100g_part2.fa	GCA_937864005	CAIKUF01 sp937864005	0.3396	0.6604	0.0000	CAIKUF01	Burkholderiales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_024710675	JANJUH01 sp024710675	0.3396	0.6604	0.0000	JANJUH01	Xanthomonadales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_000731095	Lysobacter antibioticus_B	0.3396	0.6604	0.0000	Lysobacter	Xanthomonadales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_902497785	Pseudomonas_E fluorescens_BO	0.3396	0.6604	0.0000	Pseudomonas_E	Pseudomonadales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_029289235	Propionivibrio sp029289235	0.3396	0.6604	0.0000	Propionivibrio	Burkholderiales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_030360185	Rhodococcus sp030360185	0.3396	0.6604	0.0000	Rhodococcus	Mycobacteriales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_903930035	CAJANQ01 sp903930035	0.3396	0.6604	0.0000	CAJANQ01	Acidimicrobiales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_902459645	Pandoraea pneumonica	0.3396	0.6604	0.0000	Pandoraea	Burkholderiales	True
QS--flye_asm_1Dt100g_part2.fa	GCF_003034995	Phaeovulum veldkampii	0.3396	0.6604	0.0000	Phaeovulum	Rhodobacterales	True
QS--flye_asm_1Dt100g_part2.fa	GCA_016124415	RI-283 sp016124415	0.3396	0.6604	0.0000	RI-283	RI-283	False
