name,tax_id,accession_id,total_number_of_chromosomes,total_sequence_length,total_ungapped_length,number_of_contigs,contig_n50,contig_l50,number_of_scaffolds,scaffold_n50,scaffold_l50,number_of_component_sequences,atgc_count,gc_count,gc_percent,genome_coverage,checkm_marker_set,checkm_species_tax_id,checkm_marker_set_rank,checkm_version,completeness,contamination,completeness_percentile,rank
Pseudomonas aeruginosa,287,GCF_052692625.1,2,6951247,6951247,2,6910160,1,2,6910160,1,2,6951247,4575532,66,1,Pseudomonas aeruginosa,287,species,v1.2.4,98.66,1.33,18.3559,SPECIES
Pseudomonas aeruginosa,287,GCF_052692635.1,2,6951235,6951235,2,6910134,1,2,6910134,1,2,6951235,4575528,66,1,Pseudomonas aeruginosa,287,species,v1.2.4,98.53,1.33,16.3822,SPECIES
Pseudomonas aeruginosa,287,GCF_019857285.1,2,6959351,6959351,2,6909981,1,2,6909981,1,2,6959351,4579850,66,169.7,Pseudomonas aeruginosa,287,species,v1.2.3,99.18,1.33,34.5009,SPECIES
Pseudomonas aeruginosa,287,GCF_041344985.1,1,6909706,6909706,1,6909706,1,1,6909706,1,1,6909706,4557404,66,1,Pseudomonas aeruginosa,287,species,v1.2.4,99.11,0.62,31.0514,SPECIES
Pseudomonas aeruginosa,287,GCF_020990485.1,1,6909349,6909349,1,6909349,1,1,6909349,1,1,6909349,4552814,66,100,Pseudomonas aeruginosa,287,species,v1.2.3,99.64,1.04,82.6932,SPECIES
Pseudomonas aeruginosa,287,GCF_015832075.1,2,6950191,6950191,2,6909254,1,2,6909254,1,2,6950191,4574932,66,100,Pseudomonas aeruginosa,287,species,v1.2.3,99.18,1.33,34.5009,SPECIES
Pseudomonas aeruginosa,287,GCA_053096165.1,1,6908713,6908713,1,6908713,1,1,6908713,1,1,6908713,4567431,66,242,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCF_052695705.1,1,6907481,6907481,1,6907481,1,1,6907481,1,1,6907481,4562888,66,1,Pseudomonas aeruginosa,287,species,v1.2.4,99.14,1.4,32.6636,SPECIES
Pseudomonas aeruginosa,287,GCF_052695715.1,1,6907445,6907445,1,6907445,1,1,6907445,1,1,6907445,4562865,66,1,Pseudomonas aeruginosa,287,species,v1.2.4,99.14,1.4,32.6636,SPECIES
Pseudomonas aeruginosa,287,GCF_051016045.1,1,6906640,6906640,1,6906640,1,1,6906640,1,1,6906640,4561403,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,98.69,1.61,18.8656,SPECIES
Pseudomonas aeruginosa,287,GCF_016745195.1,1,6905506,6905506,1,6905506,1,1,6905506,1,1,6905506,4558493,66,100,Pseudomonas aeruginosa,287,species,v1.2.3,99.07,1.15,29.4097,SPECIES
Pseudomonas aeruginosa,287,GCF_052695695.1,2,7059850,7059850,2,6905417,1,2,6905417,1,2,7059850,4644286,66,1,Pseudomonas aeruginosa,287,species,v1.2.4,98.68,0.97,18.6404,SPECIES
Pseudomonas aeruginosa,287,GCF_033221155.1,2,6906674,6906674,2,6904880,1,2,6904880,1,2,6906674,4561863,66,327.2,Pseudomonas aeruginosa,287,species,v1.2.3,99.02,1,27.6671,SPECIES
Pseudomonas aeruginosa,287,GCF_019720875.1,1,6904575,6904575,1,6904575,1,1,6904575,1,1,6904575,4557920,66,100,Pseudomonas aeruginosa,287,species,v1.2.3,99.07,1.15,29.4097,SPECIES
Pseudomonas aeruginosa,287,GCF_016745135.1,1,6904218,6904218,1,6904218,1,1,6904218,1,1,6904218,4557647,66,100,Pseudomonas aeruginosa,287,species,v1.2.3,98.93,1.15,24.5436,SPECIES
Pseudomonas aeruginosa,287,GCF_024584495.1,1,6902250,6902250,1,6902250,1,1,6902250,1,1,6902250,4556105,66,100,Pseudomonas aeruginosa,287,species,v1.2.4,99.07,1.15,29.4097,SPECIES
Pseudomonas aeruginosa,287,GCF_004193735.1,1,6902135,6902135,1,6902135,1,1,6902135,1,1,6902135,4541572,66,110,Pseudomonas aeruginosa,287,species,v1.2.3,99.74,1.89,88.1994,SPECIES
Pseudomonas aeruginosa,287,GCF_028961985.1,1,6901248,6901248,1,6901248,1,1,6901248,1,1,6901248,4550649,66,196,Pseudomonas aeruginosa,287,species,v1.2.3,99.37,0.77,51.0965,SPECIES
Pseudomonas aeruginosa,287,GCF_047782725.1,1,6900472,6900472,1,6900472,1,1,6900472,1,1,6900472,4560575,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.44,0.74,57.7762,SPECIES
Pseudomonas aeruginosa,287,GCF_052697115.1,2,7069703,7069703,2,6900011,1,2,6900011,1,2,7069703,4649384,66,1,Pseudomonas aeruginosa,287,species,v1.2.4,99.03,2.11,28.0346,SPECIES
Pseudomonas aeruginosa,287,GCF_032231045.1,1,6899894,6899894,1,6899894,1,1,6899894,1,1,6899894,4556768,66,48,Pseudomonas aeruginosa,287,species,v1.2.3,99.61,0.96,76.1439,SPECIES
Pseudomonas aeruginosa,287,GCF_047782755.1,1,6898890,6898890,1,6898890,1,1,6898890,1,1,6898890,4560157,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.44,0.74,57.7762,SPECIES
Pseudomonas aeruginosa,287,GCF_047782745.1,1,6898883,6898883,1,6898883,1,1,6898883,1,1,6898883,4560136,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.44,0.74,57.7762,SPECIES
Pseudomonas aeruginosa,287,GCF_051027335.1,1,6897720,6897720,1,6897720,1,1,6897720,1,1,6897720,4564805,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.38,0.78,51.784,SPECIES
Pseudomonas aeruginosa,287,GCF_001516385.1,1,6897231,6897231,1,6897231,1,1,6897231,1,1,6897231,4549863,66,89.18,Pseudomonas aeruginosa,287,species,v1.2.3,99.31,0.54,45.1162,SPECIES
Pseudomonas aeruginosa,287,GCF_001548335.1,1,6897018,6897018,1,6897018,1,1,6897018,1,1,6897018,4550598,66,283,Pseudomonas aeruginosa,287,species,v1.2.3,99.76,1.1,90.8547,SPECIES
Pseudomonas aeruginosa,287,GCF_019857305.1,2,6941269,6941269,2,6896843,1,2,6896843,1,2,6941269,4569623,66,230.8,Pseudomonas aeruginosa,287,species,v1.2.3,99.15,1.33,32.9659,SPECIES
Pseudomonas aeruginosa,287,GCF_001516225.2,1,6896700,6896700,1,6896700,1,1,6896700,1,1,6896700,4564144,66,86.31,Pseudomonas aeruginosa,287,species,v1.2.3,99.43,1.59,56.8516,SPECIES
Pseudomonas aeruginosa,287,GCF_030413195.1,2,7402462,7402462,2,6896109,1,2,6896109,1,2,7402462,4829597,65,200,Pseudomonas aeruginosa,287,species,v1.2.4,98.83,1.66,21.669,SPECIES
Pseudomonas aeruginosa,287,GCF_022649105.1,1,6895810,6895810,1,6895810,1,1,6895810,1,1,6895810,4562998,66,100,Pseudomonas aeruginosa,287,species,v1.2.3,99.38,0.63,51.784,SPECIES
Pseudomonas aeruginosa,287,GCF_014792125.1,2,6923280,6923280,2,6893878,1,2,6893878,1,2,6923280,4554929,66,475,Pseudomonas aeruginosa,287,species,v1.2.3,96.92,1.33,6.41892,SPECIES
Pseudomonas aeruginosa,287,GCF_033222185.1,3,6996622,6996622,3,6893367,1,3,6893367,1,3,6996622,4608358,66,304.2,Pseudomonas aeruginosa,287,species,v1.2.3,96.1,0.54,4.40375,SPECIES
Pseudomonas aeruginosa,287,GCF_002104615.1,1,6893164,6893164,1,6893164,1,1,6893164,1,1,6893164,4554077,66,163,Pseudomonas aeruginosa,287,species,v1.2.4,99.72,0.64,87.3281,SPECIES
Pseudomonas aeruginosa,287,GCF_050241295.1,1,6892886,6892886,1,6892886,1,1,6892886,1,1,6892886,4559105,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.06,0.57,29.0126,SPECIES
Pseudomonas aeruginosa,287,GCF_036418185.1,1,6892720,6892720,1,6892720,1,1,6892720,1,1,6892720,4550912,66,50,Pseudomonas aeruginosa,287,species,v1.2.3,98.08,1.03,12.1029,SPECIES
Pseudomonas aeruginosa,287,GCF_044875325.1,2,7341469,7341469,2,6892386,1,2,6892386,1,2,7341469,4804649,65.5,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.72,1.97,87.3281,SPECIES
Pseudomonas aeruginosa,287,GCF_022570115.1,1,6892247,6892247,1,6892247,1,1,6892247,1,1,6892247,4564770,66,100,Pseudomonas aeruginosa,287,species,v1.2.4,99.75,0.49,88.6617,SPECIES
Pseudomonas aeruginosa,287,GCF_022870525.1,1,6892015,6892015,1,6892015,1,1,6892015,1,1,6892015,4564616,66,300,Pseudomonas aeruginosa,287,species,v1.2.3,99.75,0.49,88.6617,SPECIES
Pseudomonas aeruginosa,287,GCF_027594985.1,3,6973928,6973928,3,6890238,1,3,6890238,1,3,6973928,4602044,66,100,Pseudomonas aeruginosa,287,species,v1.2.3,99.45,0.8,58.2622,SPECIES
Pseudomonas aeruginosa,287,GCF_032811685.1,1,6889943,6889943,1,6889943,1,1,6889943,1,1,6889943,4549206,66,105,Pseudomonas aeruginosa,287,species,v1.2.3,99.36,1.28,50.166,SPECIES
Pseudomonas aeruginosa,287,GCF_052695725.1,1,6888276,6888276,1,6888276,1,1,6888276,1,1,6888276,4550955,66,1,Pseudomonas aeruginosa,287,species,v1.2.4,98.92,1.4,24.3362,SPECIES
Pseudomonas aeruginosa,287,GCF_021497365.2,2,6912130,6912130,2,6886775,1,2,6886775,1,2,6912130,4564058,66,100,Pseudomonas aeruginosa,287,species,v1.2.4,98.97,0.49,25.486,SPECIES
Pseudomonas aeruginosa,287,GCF_003052005.2,1,6886080,6886080,1,6886080,1,1,6886080,1,1,6886080,4545601,66,200,Pseudomonas aeruginosa,287,species,v1.2.3,99.51,1.97,64.527,SPECIES
Pseudomonas aeruginosa,287,GCF_038431915.1,1,6885412,6885412,1,6885412,1,1,6885412,1,1,6885412,4547279,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.45,0.42,58.2622,SPECIES
Pseudomonas aeruginosa,287,GCF_036232725.1,1,6885195,6885195,1,6885195,1,1,6885195,1,1,6885195,4537604,66,86,Pseudomonas aeruginosa,287,species,v1.2.3,98.91,1.74,23.7138,SPECIES
Pseudomonas aeruginosa,287,GCF_036232745.1,1,6885188,6885188,1,6885188,1,1,6885188,1,1,6885188,4537612,66,84,Pseudomonas aeruginosa,287,species,v1.2.3,98.91,1.74,23.7138,SPECIES
Pseudomonas aeruginosa,287,GCF_036233595.1,1,6883553,6883553,1,6883553,1,1,6883553,1,1,6883553,4537076,66,78,Pseudomonas aeruginosa,287,species,v1.2.3,98.91,1.57,23.7138,SPECIES
Pseudomonas aeruginosa,287,GCF_030122035.1,3,7347548,7347548,3,6883424,1,3,6883424,1,3,7347548,4803002,65.5,100,Pseudomonas aeruginosa,287,species,v1.2.3,98.83,2.38,21.669,SPECIES
Pseudomonas aeruginosa,287,GCF_031224875.1,2,6909576,6909576,2,6882958,1,2,6882958,1,2,6909576,4563107,66,100,Pseudomonas aeruginosa,287,species,v1.2.4,98.97,0.49,25.486,SPECIES
Pseudomonas aeruginosa,287,GCF_032681185.1,1,6882929,6882929,1,6882929,1,1,6882929,1,1,6882929,4557216,66,37.08,Pseudomonas aeruginosa,287,species,v1.2.3,99.63,0.87,82.3732,SPECIES
Pseudomonas aeruginosa,287,GCF_027570575.1,1,6879940,6879940,1,6879940,1,1,6879940,1,1,6879940,4547724,66,120,Pseudomonas aeruginosa,287,species,v1.2.3,99.35,0.81,49.7333,SPECIES
Pseudomonas aeruginosa,287,GCF_003411785.2,2,7294576,7294576,2,6879622,1,2,6879622,1,2,7294576,4778066,65.5,177,Pseudomonas aeruginosa,287,species,v1.2.3,97.78,1.83,10.1114,SPECIES
Pseudomonas aeruginosa,287,GCF_018279265.1,1,6878937,6878937,1,6878937,1,1,6878937,1,1,6878937,4528320,66,30,Pseudomonas aeruginosa,287,species,v1.2.3,99.27,1.71,41.0147,SPECIES
Pseudomonas aeruginosa,287,GCF_003716765.1,1,6877287,6877287,1,6877287,1,1,6877287,1,1,6877287,4528574,66,70.52,Pseudomonas aeruginosa,287,species,v1.2.3,95.68,1.87,3.77549,SPECIES
Pseudomonas aeruginosa,287,GCF_047801635.1,2,6899903,6899903,2,6877277,1,2,6877277,1,2,6899903,4559577,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.15,0.32,32.9659,SPECIES
Pseudomonas aeruginosa,287,GCF_003319235.1,1,6876988,6876988,1,6876988,1,1,6876988,1,1,6876988,4549835,66,91.67,Pseudomonas aeruginosa,287,species,v1.2.4,98.34,0.78,14.367,SPECIES
Pseudomonas aeruginosa,287,GCF_003626935.1,1,6876113,6876113,1,6876113,1,1,6876113,1,1,6876113,4521880,66,75.6,Pseudomonas aeruginosa,287,species,v1.2.4,95.36,2.39,3.40801,SPECIES
Pseudomonas aeruginosa,287,GCF_013393705.1,1,6874270,6874270,1,6874270,1,1,6874270,1,1,6874270,4541327,66,100,Pseudomonas aeruginosa,287,species,v1.2.4,99.5,0.76,63.3831,SPECIES
Pseudomonas aeruginosa,287,GCF_040931635.1,1,6872512,6872512,1,6872512,1,1,6872512,1,1,6872512,4534849,66,1,Pseudomonas aeruginosa,287,species,v1.2.4,99.21,0.98,37.7608,SPECIES
Pseudomonas aeruginosa,287,GCF_024734795.1,1,6871852,6871852,1,6871852,1,1,6871852,1,1,6871852,4525110,66,126,Pseudomonas aeruginosa,287,species,v1.2.3,99.48,1.62,60.5441,SPECIES
Pseudomonas aeruginosa,287,GCF_036232365.1,2,6885825,6885825,2,6871229,1,2,6871229,1,2,6885825,4546854,66,67,Pseudomonas aeruginosa,287,species,v1.2.3,99.47,1.02,59.3706,SPECIES
Pseudomonas aeruginosa,287,GCF_013305645.2,1,6870662,6870662,1,6870662,1,1,6870662,1,1,6870662,4507615,65.5,100,Pseudomonas aeruginosa,287,species,v1.2.3,98.22,1.26,13.0986,SPECIES
Pseudomonas aeruginosa,287,GCF_036233635.1,3,6991023,6991023,3,6870628,1,3,6870628,1,3,6991023,4620580,66,113,Pseudomonas aeruginosa,287,species,v1.2.3,99.43,2.36,56.8516,SPECIES
Pseudomonas aeruginosa,287,GCF_003369735.1,2,6954674,6954674,2,6868832,1,2,6868832,1,2,6954674,4588565,66,119.68,Pseudomonas aeruginosa,287,species,v1.2.4,99.25,0.74,39.6752,SPECIES
Pseudomonas aeruginosa,287,GCF_006704595.2,4,7369623,7369623,4,6868713,1,4,6868713,1,4,7369623,4820388,65.5,160,Pseudomonas aeruginosa,287,species,v1.2.3,97.74,2.27,9.93362,SPECIES
Pseudomonas aeruginosa,287,GCF_024972855.1,1,6868572,6868572,1,6868572,1,1,6868572,1,1,6868572,4531255,66,47,Pseudomonas aeruginosa,287,species,v1.2.3,98.73,1.05,19.5827,SPECIES
Pseudomonas aeruginosa,287,GCF_050237695.1,1,6868282,6868282,1,6868282,1,1,6868282,1,1,6868282,4548990,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.01,0.72,27.3886,SPECIES
Pseudomonas aeruginosa,287,GCF_023093975.1,2,6910734,6910734,2,6868005,1,2,6868005,1,2,6910734,4559228,66,150,Pseudomonas aeruginosa,287,species,v1.2.3,99.36,0.78,50.166,SPECIES
Pseudomonas aeruginosa,287,GCF_003060845.1,1,6867314,6867314,1,6867314,1,1,6867314,1,1,6867314,4535376,66,51,Pseudomonas aeruginosa,287,species,v1.2.3,98.97,1.01,25.486,SPECIES
Pseudomonas aeruginosa,287,GCF_001750705.1,1,6866790,6866790,1,6866790,1,1,6866790,1,1,6866790,4543378,66,300,Pseudomonas aeruginosa,287,species,v1.2.3,96.47,0.78,5.19203,SPECIES
Pseudomonas aeruginosa,287,GCF_003812905.1,1,6865838,6865838,1,6865838,1,1,6865838,1,1,6865838,4530824,66,23.34,Pseudomonas aeruginosa,287,species,v1.2.3,99.28,0.91,41.9571,SPECIES
Pseudomonas aeruginosa,287,GCF_035205985.1,2,7388189,7388189,2,6865712,1,2,6865712,1,2,7388189,4819863,65,176,Pseudomonas aeruginosa,287,species,v1.2.3,98.32,2.72,14.1358,SPECIES
Pseudomonas aeruginosa,287,GCF_022637915.1,1,6864839,6864839,1,6864839,1,1,6864839,1,1,6864839,4524435,66,100,Pseudomonas aeruginosa,287,species,v1.2.3,99.39,0.64,52.4123,SPECIES
Pseudomonas aeruginosa,287,GCF_951802375.2,3,7083008,7083008,3,6862412,1,3,6862412,1,3,7083008,4654501,65.5,102,Pseudomonas aeruginosa,287,species,v1.2.4,99.61,1.45,76.1439,SPECIES
Pseudomonas aeruginosa,287,GCF_003194245.1,1,6859232,6859232,1,6859232,1,1,6859232,1,1,6859232,4529860,66,68,Pseudomonas aeruginosa,287,species,v1.2.3,99.25,0.42,39.6752,SPECIES
Pseudomonas aeruginosa,287,GCF_048298505.1,1,6859154,6859154,1,6859154,1,1,6859154,1,1,6859154,4525596,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,95.71,0.64,3.81697,SPECIES
Pseudomonas aeruginosa,287,GCF_036236015.1,2,7136351,7136351,2,6858110,1,2,6858110,1,2,7136351,4697919,66,297,Pseudomonas aeruginosa,287,species,v1.2.3,99.7,1.19,85.147,SPECIES
Pseudomonas aeruginosa,287,GCF_034438375.1,2,7376277,7376277,2,6858055,1,2,6858055,1,2,7376277,4828626,65.5,12,Pseudomonas aeruginosa,287,species,v1.2.3,99.39,3.05,52.4123,SPECIES
Pseudomonas aeruginosa,287,GCF_051257815.1,2,6999881,6999881,2,6857543,1,2,6857543,1,2,6999881,4598506,65.5,1,Pseudomonas aeruginosa,287,species,v1.2.4,97.85,1.6,10.5145,SPECIES
Pseudomonas aeruginosa,287,GCF_016743115.1,1,6857397,6857397,1,6857397,1,1,6857397,1,1,6857397,4507347,65.5,12,Pseudomonas aeruginosa,287,species,v1.2.3,96.92,0.95,6.41892,SPECIES
Pseudomonas aeruginosa,287,GCF_023612335.1,1,6856553,6856553,1,6856553,1,1,6856553,1,1,6856553,4537021,66,180,Pseudomonas aeruginosa,287,species,v1.2.3,99.41,0.82,55.8618,SPECIES
Pseudomonas aeruginosa,287,GCF_030122095.1,2,6970081,6970081,2,6856359,1,2,6856359,1,2,6970081,4590596,66,100,Pseudomonas aeruginosa,287,species,v1.2.3,99.75,1.22,88.6617,SPECIES
Pseudomonas aeruginosa,287,GCF_029856995.1,2,7272480,7272480,2,6855868,1,2,6855868,1,2,7272480,4767532,65.5,100,Pseudomonas aeruginosa,287,species,v1.2.4,99.68,1.79,84.418,SPECIES
Pseudomonas aeruginosa,287,GCF_022533445.1,2,6901225,6901225,2,6855099,1,2,6855099,1,2,6901225,4550643,66,4.8,Pseudomonas aeruginosa,287,species,v1.2.4,99.37,0.77,51.0965,SPECIES
Pseudomonas aeruginosa,287,GCF_003073615.1,1,6853499,6853499,1,6853499,1,1,6853499,1,1,6853499,4526927,66,15.07,Pseudomonas aeruginosa,287,species,v1.2.3,99.61,0.72,76.1439,SPECIES
Pseudomonas aeruginosa,287,GCF_030122155.1,1,6852346,6852346,1,6852346,1,1,6852346,1,1,6852346,4516069,66,100,Pseudomonas aeruginosa,287,species,v1.2.3,99.39,0.92,52.4123,SPECIES
Pseudomonas aeruginosa,287,GCF_030121915.1,3,6941060,6941060,3,6850748,1,3,6850748,1,3,6941060,4574044,66,100,Pseudomonas aeruginosa,287,species,v1.2.3,99.75,1.02,88.6617,SPECIES
Pseudomonas aeruginosa,287,GCF_030121875.1,3,6925568,6925568,3,6850509,1,3,6850509,1,3,6925568,4564955,66,100,Pseudomonas aeruginosa,287,species,v1.2.3,99.75,1.02,88.6617,SPECIES
Pseudomonas aeruginosa,287,GCF_030122015.1,4,7117478,7117478,4,6850102,1,4,6850102,1,4,7117478,4678033,65.5,100,Pseudomonas aeruginosa,287,species,v1.2.3,99.75,1.15,88.6617,SPECIES
Pseudomonas aeruginosa,287,GCF_016925475.1,3,6850198,6850198,3,6847382,1,3,6847382,1,3,6850198,4508654,66,89,Pseudomonas aeruginosa,287,species,v1.2.3,99.27,1.95,41.0147,SPECIES
Pseudomonas aeruginosa,287,GCF_050240275.1,1,6846166,6846166,1,6846166,1,1,6846166,1,1,6846166,4524635,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,98.79,0.78,20.9459,SPECIES
Pseudomonas aeruginosa,287,GCF_051015935.1,1,6846060,6846060,1,6846060,1,1,6846060,1,1,6846060,4525633,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,98.59,1.05,17.2179,SPECIES
Pseudomonas aeruginosa,287,GCF_052171915.1,2,7240521,7240521,2,6845534,1,2,6845534,1,2,7240521,4750296,65.5,174,Pseudomonas aeruginosa,287,species,v1.2.4,99.77,1.61,91.0028,SPECIES
Pseudomonas aeruginosa,287,GCF_036232185.1,1,6844990,6844990,1,6844990,1,1,6844990,1,1,6844990,4529174,66,74,Pseudomonas aeruginosa,287,species,v1.2.3,99.64,0.57,82.6932,SPECIES
Pseudomonas aeruginosa,287,GCF_036232345.1,2,6983747,6983747,2,6844819,1,2,6844819,1,2,6983747,4601741,66,83,Pseudomonas aeruginosa,287,species,v1.2.3,98.97,1.15,25.486,SPECIES
Pseudomonas aeruginosa,287,GCF_027571115.1,1,6844349,6844349,1,6844349,1,1,6844349,1,1,6844349,4519031,66,120,Pseudomonas aeruginosa,287,species,v1.2.3,99.48,1.2,60.5441,SPECIES
Pseudomonas aeruginosa,287,GCF_033217895.1,3,6857498,6857498,3,6844033,1,3,6844033,1,3,6857498,4530792,66,332.3,Pseudomonas aeruginosa,287,species,v1.2.3,99.75,1,88.6617,SPECIES
Pseudomonas aeruginosa,287,GCF_021497305.1,1,6843992,6843992,1,6843992,1,1,6843992,1,1,6843992,4513758,66,100,Pseudomonas aeruginosa,287,species,v1.2.3,99.39,0.49,52.4123,SPECIES
Pseudomonas aeruginosa,287,GCF_027571135.1,1,6843186,6843186,1,6843186,1,1,6843186,1,1,6843186,4518350,66,120,Pseudomonas aeruginosa,287,species,v1.2.3,99.48,1.2,60.5441,SPECIES
Pseudomonas aeruginosa,287,GCF_016126955.1,1,6842475,6842475,1,6842475,1,1,6842475,1,1,6842475,4522230,66,590.22,Pseudomonas aeruginosa,287,species,v1.2.3,99.51,0.7,64.527,SPECIES
Pseudomonas aeruginosa,287,GCF_046605365.1,1,6841660,6841660,1,6841660,1,1,6841660,1,1,6841660,4513458,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.55,0.94,70.9815,SPECIES
Pseudomonas aeruginosa,287,GCF_036232425.1,3,7362958,7362958,3,6841445,1,3,6841445,1,3,7362958,4812026,65.5,84,Pseudomonas aeruginosa,287,species,v1.2.3,98.91,2.45,23.7138,SPECIES
Pseudomonas aeruginosa,287,GCF_900636755.1,1,6839985,6839985,1,6839985,1,1,6839985,1,1,6839985,4520722,66,100,Pseudomonas aeruginosa,287,species,v1.2.3,99.4,0.7,55.0913,SPECIES
Pseudomonas aeruginosa,287,GCF_024507955.1,1,6839761,6839761,1,6839761,1,1,6839761,1,1,6839761,4520598,66,201.17,Pseudomonas aeruginosa,287,species,v1.2.4,99.51,0.7,64.527,SPECIES
Pseudomonas aeruginosa,287,GCF_050244385.1,1,6838952,6838952,1,6838952,1,1,6838952,1,1,6838952,4520842,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,98.02,0.76,11.7176,SPECIES
Pseudomonas aeruginosa,287,GCF_049913025.1,1,6838447,6838447,1,6838447,1,1,6838447,1,1,6838447,4521694,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,96.05,0.79,4.29113,SPECIES
Pseudomonas aeruginosa,287,GCF_046531855.1,1,6837681,6837681,1,6837681,1,1,6837681,1,1,6837681,4513449,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,97.27,1.14,7.71693,SPECIES
Pseudomonas aeruginosa,287,GCF_041344955.1,2,7185270,7185270,2,6837532,1,2,6837532,1,2,7185270,4713990,65.5,1,Pseudomonas aeruginosa,287,species,v1.2.4,99.51,1.98,64.527,SPECIES
Pseudomonas aeruginosa,287,GCF_021497385.1,1,6837408,6837408,1,6837408,1,1,6837408,1,1,6837408,4505716,66,100,Pseudomonas aeruginosa,287,species,v1.2.3,95.95,0.7,4.1311,SPECIES
Pseudomonas aeruginosa,287,GCF_001516345.1,1,6836415,6836415,1,6836415,1,1,6836415,1,1,6836415,4516875,66,87.35,Pseudomonas aeruginosa,287,species,v1.2.3,99.23,1.36,38.6854,SPECIES
Pseudomonas aeruginosa,287,GCF_009664165.1,1,6835731,6835731,1,6835731,1,1,6835731,1,1,6835731,4518028,66,40,Pseudomonas aeruginosa,287,species,v1.2.3,99.64,1,82.6932,SPECIES
Pseudomonas aeruginosa,287,GCF_041344965.1,2,7282933,7282933,2,6834796,1,2,6834796,1,2,7282933,4770209,65.5,1,Pseudomonas aeruginosa,287,species,v1.2.4,99.51,1.98,64.527,SPECIES
Pseudomonas aeruginosa,287,GCF_000763245.3,1,6834257,6834257,1,6834257,1,1,6834257,1,1,6834257,4516337,66,78,Pseudomonas aeruginosa,287,species,v1.2.3,98.97,0.82,25.486,SPECIES
Pseudomonas aeruginosa,287,GCF_036232125.1,2,7063814,7063814,2,6834203,1,2,6834203,1,2,7063814,4643976,65.5,93,Pseudomonas aeruginosa,287,species,v1.2.3,98.56,1.58,16.803,SPECIES
Pseudomonas aeruginosa,287,GCF_051257825.1,3,6883718,6883718,3,6833238,1,3,6833238,1,3,6883718,4545724,66,1,Pseudomonas aeruginosa,287,species,v1.2.4,99.42,1.29,56.3715,SPECIES
Pseudomonas aeruginosa,287,GCF_001687285.1,1,6833187,6833187,1,6833187,1,1,6833187,1,1,6833187,4517843,66,158,Pseudomonas aeruginosa,287,species,v1.2.3,99.37,0.92,51.0965,SPECIES
Pseudomonas aeruginosa,287,GCF_027570475.1,1,6832860,6832860,1,6832860,1,1,6832860,1,1,6832860,4511289,66,120,Pseudomonas aeruginosa,287,species,v1.2.3,99.4,1.74,55.0913,SPECIES
Pseudomonas aeruginosa,287,GCF_013347245.1,1,6832395,6832395,1,6832395,1,1,6832395,1,1,6832395,4518657,66,6.8324e+06,Pseudomonas aeruginosa,287,species,v1.2.4,99.61,0.75,76.1439,SPECIES
Pseudomonas aeruginosa,287,GCF_028743595.1,2,6846579,6846579,2,6832199,1,2,6832199,1,2,6846579,4527545,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.58,0.37,73.8265,SPECIES
Pseudomonas aeruginosa,287,GCF_022649245.1,2,6879320,6879320,2,6831875,1,2,6831875,1,2,6879320,4552112,66,100,Pseudomonas aeruginosa,287,species,v1.2.3,99.54,0.8,67.6031,SPECIES
Pseudomonas aeruginosa,287,GCF_902703195.1,1,6831274,6831274,1,6831274,1,1,6831274,1,1,6831274,4517089,66,100,Pseudomonas aeruginosa,287,species,v1.2.3,99.32,0.56,45.6852,SPECIES
Pseudomonas aeruginosa,287,GCF_003369775.1,1,6831076,6831076,1,6831076,1,1,6831076,1,1,6831076,4518975,66,131.23,Pseudomonas aeruginosa,287,species,v1.2.3,99.34,1.5,48.9509,SPECIES
Pseudomonas aeruginosa,287,GCF_026625905.1,1,6830555,6830555,1,6830555,1,1,6830555,1,1,6830555,4512601,66,100,Pseudomonas aeruginosa,287,species,v1.2.3,97.88,1.09,10.7515,SPECIES
Pseudomonas aeruginosa,287,GCF_026636195.1,1,6830406,6830406,1,6830406,1,1,6830406,1,1,6830406,4512507,66,100,Pseudomonas aeruginosa,287,species,v1.2.3,97.78,1.09,10.1114,SPECIES
Pseudomonas aeruginosa,287,GCF_035197965.1,1,6830322,6830322,1,6830322,1,1,6830322,1,1,6830322,4518307,66,100,Pseudomonas aeruginosa,287,species,v1.2.4,99.57,0.57,73.2871,SPECIES
